ID_0,sum,iso3c,Country
1,19775.06728553772,AFG,Afghanistan
3,21527.406311035156,ALA,Åland
4,3475474.324180603,ALB,Albania
5,4969655.073479099,DZA,Algeria
6,0,ASM,American Samoa
7,0,AND,Andorra
8,0,AGO,Angola
9,0,AIA,Anguilla
11,0,ATG,Antigua and Barbuda
12,120992497.48132923,ARG,Argentina
13,1947284.807674408,ARM,Armenia
14,0,ABW,Aruba
15,297362412.90481806,AUS,Australia
16,6224734.084154201,AUT,Austria
17,3096634.474306762,AZE,Azerbaijan
18,0,BHS,Bahamas
19,0,BHR,Bahrain
20,14808.874740600586,BGD,Bangladesh
21,0,BRB,Barbados
22,23941292.496263504,BLR,Belarus
23,19639912.89880371,BEL,Belgium
24,0,BLZ,Belize
25,0,BEN,Benin
26,0,BMU,Bermuda
27,7545.651481628418,BTN,Bhutan
28,676115.1192636231,BOL,Bolivia
29,0,BES,"Bonaire, Sint Eustatius and Saba"
30,1297238.3144733906,BIH,Bosnia and Herzegovina
31,659.47735595703125,BWA,Botswana
33,101012.52357984071,BRA,Brazil
34,0,IOT,British Indian Ocean Territory
35,0,VGB,British Virgin Islands
36,0,BRN,Brunei
37,1994942.0318292417,BGR,Bulgaria
38,0,BFA,Burkina Faso
39,0,BDI,Burundi
40,0,KHM,Cambodia
41,0,CMR,Cameroon
42,98380382.95812708,CAN,Canada
43,0,CPV,Cape Verde
45,0,CYM,Cayman Islands
46,0,CAF,Central African Republic
47,1.9356043338775635,TCD,Chad
48,10401886.327046141,CHL,Chile
49,57073751.60760742,CHN,China
50,0,CXR,Christmas Island
52,0,CCK,Cocos Islands
53,0.0029373259085332393,COL,Colombia
54,0,COM,Comoros
55,0,COK,Cook Islands
56,0,CRI,Costa Rica
57,0,CIV,Côte d'Ivoire
58,2284845.1053323746,HRV,Croatia
59,0,CUB,Cuba
60,0,CUW,Curaçao
61,264886.9870414734,CYP,Cyprus
62,14640278.91494751,CZE,Czech Republic
64,23354334.547836304,DNK,Denmark
65,0,DJI,Djibouti
66,0,DMA,Dominica
67,0,DOM,Dominican Republic
68,3.6330409784568474e-4,ECU,Ecuador
69,0,EGY,Egypt
70,0,SLV,El Salvador
71,0,GNQ,Equatorial Guinea
72,105.84653787190979,ERI,Eritrea
73,5857746.374470234,EST,Estonia
74,33.66242599093857,ETH,Ethiopia
75,0,FLK,Falkland Islands
76,0,FRO,Faroe Islands
77,0,FJI,Fiji
78,11671359.378358673,FIN,Finland
79,137146286.78205967,FRA,France
80,0,GUF,French Guiana
81,0,PYF,French Polynesia
83,0,GAB,Gabon
84,0,GMB,Gambia
85,50955.48718038201,GEO,Georgia
86,243817178.68655396,DEU,Germany
87,0,GHA,Ghana
88,0,GIB,Gibraltar
89,8404883.441502377,GRC,Greece
90,0,GRL,Greenland
91,0,GRD,Grenada
92,0,GLP,Guadeloupe
93,0,GUM,Guam
94,15494.8759765625,GTM,Guatemala
95,13258.7578125,GGY,Guernsey
96,0,GIN,Guinea
97,0,GNB,Guinea-Bissau
98,0,GUY,Guyana
99,0,HTI,Haiti
101,0,HND,Honduras
102,17.085166931152344,HKG,Hong Kong
103,8917941.7707901,HUN,Hungary
104,0,ISL,Iceland
105,125544736.71377863,IND,India
106,0,IDN,Indonesia
107,22671140.801231876,IRN,Iran
108,1329072.3865837564,IRQ,Iraq
109,6753181.342407227,IRL,Ireland
110,0,IMN,Isle of Man
111,2052787.9799118042,ISR,Israel
112,51809018.82653725,ITA,Italy
113,0,JAM,Jamaica
114,38023681.95832863,JPN,Japan
115,15537.796875,JEY,Jersey
116,224934.18220567703,JOR,Jordan
117,11606313.804517744,KAZ,Kazakhstan
118,4.2505261990299914e-4,KEN,Kenya
119,0,KIR,Kiribati
120,577777.9713134766,XKO,Kosovo
121,0,KWT,Kuwait
122,2376985.567973748,KGZ,Kyrgyzstan
123,0,LAO,Laos
124,22241710.37869835,LVA,Latvia
125,50111.91306078434,LBN,Lebanon
126,10859.930419921875,LSO,Lesotho
127,0,LBR,Liberia
128,798022.0732977452,LBY,Libya
129,0,LIE,Liechtenstein
130,7212948.17422092,LTU,Lithuania
131,1268137.4033203125,LUX,Luxembourg
132,0,MAC,Macao
133,565952.0106749535,MKD,Macedonia
134,0,MDG,Madagascar
135,0,MWI,Malawi
136,0,MYS,Malaysia
137,0,MDV,Maldives
138,0,MLI,Mali
139,17158.937866210938,MLT,Malta
140,0,MHL,Marshall Islands
141,0,MTQ,Martinique
142,0,MRT,Mauritania
143,0,MUS,Mauritius
144,0,MYT,Mayotte
145,51850932.32092798,MEX,Mexico
146,0,FSM,Micronesia
147,1298039.1625976562,MDA,Moldova
148,0,MCO,Monaco
149,28581.726623095572,MNG,Mongolia
150,799354.3223047256,MNE,Montenegro
151,0,MSR,Montserrat
152,3088743.601321589,MAR,Morocco
153,0,MOZ,Mozambique
154,5590983.94432044,MMR,Myanmar
155,0,NAM,Namibia
156,0,NRU,Nauru
157,22267.743194580078,NPL,Nepal
158,24759016.49281144,NLD,Netherlands
159,0,NCL,New Caledonia
160,3985431.165776968,NZL,New Zealand
161,0,NIC,Nicaragua
162,0,NER,Niger
163,0,NGA,Nigeria
164,0,NIU,Niue
165,0,NFK,Norfolk Island
166,725.4375,PRK,North Korea
168,0,MNP,Northern Mariana Islands
169,9660549.050170131,NOR,Norway
170,0,OMN,Oman
171,1758.981252670288,PAK,Pakistan
172,0,PLW,Palau
173,618.5224609375,PSE,Palestina
174,0,PAN,Panama
175,0,PNG,Papua New Guinea
177,41074466.135765076,PRY,Paraguay
178,8097770.908339577,PER,Peru
179,1084613.2832508087,PHL,Philippines
180,0,PCN,Pitcairn Islands
181,46986537.84977651,POL,Poland
182,14614976.292556763,PRT,Portugal
183,0,PRI,Puerto Rico
184,0,QAT,Qatar
185,0,COG,Republic of Congo
186,0,REU,Reunion
