"zone","food_group","n_cells_dom_50%","proportion_dominated","iso3c","Country"
1,"demersal_fisheries",0,0,"AFG","Afghanistan"
1,"fofm_fisheries",0,0,"AFG","Afghanistan"
1,"large.pelagic_fisheries",0,0,"AFG","Afghanistan"
1,"medium.pelagic_fisheries",0,0,"AFG","Afghanistan"
1,"small.pelagic_fisheries",0,0,"AFG","Afghanistan"
1,"benthic_fisheries",0,0,"AFG","Afghanistan"
1,"reef_fisheries",0,0,"AFG","Afghanistan"
1,"aquaculture_marine",0,0,"AFG","Afghanistan"
3,"demersal_fisheries",48,4.78611570990709e-06,"ALA","Åland"
3,"fofm_fisheries",29,2.89161157473553e-06,"ALA","Åland"
3,"large.pelagic_fisheries",0,0,"ALA","Åland"
3,"medium.pelagic_fisheries",0,0,"ALA","Åland"
3,"small.pelagic_fisheries",0,0,"ALA","Åland"
3,"benthic_fisheries",0,0,"ALA","Åland"
3,"reef_fisheries",0,0,"ALA","Åland"
3,"aquaculture_marine",9,8.97396695607579e-07,"ALA","Åland"
4,"demersal_fisheries",233,2.32326033418406e-05,"ALB","Albania"
4,"fofm_fisheries",0,0,"ALB","Albania"
4,"large.pelagic_fisheries",0,0,"ALB","Albania"
4,"medium.pelagic_fisheries",0,0,"ALB","Albania"
4,"small.pelagic_fisheries",0,0,"ALB","Albania"
4,"benthic_fisheries",0,0,"ALB","Albania"
4,"reef_fisheries",0,0,"ALB","Albania"
4,"aquaculture_marine",8,7.97685951651181e-07,"ALB","Albania"
5,"demersal_fisheries",8,7.97685951651181e-07,"DZA","Algeria"
5,"fofm_fisheries",3067,0.000305812851714272,"DZA","Algeria"
5,"large.pelagic_fisheries",257,2.56256611967942e-05,"DZA","Algeria"
5,"medium.pelagic_fisheries",0,0,"DZA","Algeria"
5,"small.pelagic_fisheries",0,0,"DZA","Algeria"
5,"benthic_fisheries",0,0,"DZA","Algeria"
5,"reef_fisheries",0,0,"DZA","Algeria"
5,"aquaculture_marine",0,0,"DZA","Algeria"
6,"demersal_fisheries",43,4.2875619901251e-06,"ASM","American Samoa"
6,"fofm_fisheries",0,0,"ASM","American Samoa"
6,"large.pelagic_fisheries",11087,0.00110549301824458,"ASM","American Samoa"
6,"medium.pelagic_fisheries",0,0,"ASM","American Samoa"
6,"small.pelagic_fisheries",0,0,"ASM","American Samoa"
6,"benthic_fisheries",0,0,"ASM","American Samoa"
6,"reef_fisheries",0,0,"ASM","American Samoa"
6,"aquaculture_marine",0,0,"ASM","American Samoa"
7,"demersal_fisheries",0,0,"AND","Andorra"
7,"fofm_fisheries",0,0,"AND","Andorra"
7,"large.pelagic_fisheries",0,0,"AND","Andorra"
7,"medium.pelagic_fisheries",0,0,"AND","Andorra"
7,"small.pelagic_fisheries",0,0,"AND","Andorra"
7,"benthic_fisheries",0,0,"AND","Andorra"
7,"reef_fisheries",0,0,"AND","Andorra"
7,"aquaculture_marine",0,0,"AND","Andorra"
8,"demersal_fisheries",1613,0.000160833430001669,"AGO","Angola"
8,"fofm_fisheries",2527,0.000251969049977817,"AGO","Angola"
8,"large.pelagic_fisheries",7944,0.000792102149989623,"AGO","Angola"
8,"medium.pelagic_fisheries",0,0,"AGO","Angola"
8,"small.pelagic_fisheries",0,0,"AGO","Angola"
8,"benthic_fisheries",0,0,"AGO","Angola"
8,"reef_fisheries",20,1.99421487912795e-06,"AGO","Angola"
8,"aquaculture_marine",0,0,"AGO","Angola"
9,"demersal_fisheries",357,3.5596735592434e-05,"AIA","Anguilla"
9,"fofm_fisheries",0,0,"AIA","Anguilla"
9,"large.pelagic_fisheries",717,7.14926034167371e-05,"AIA","Anguilla"
9,"medium.pelagic_fisheries",0,0,"AIA","Anguilla"
9,"small.pelagic_fisheries",0,0,"AIA","Anguilla"
9,"benthic_fisheries",0,0,"AIA","Anguilla"
9,"reef_fisheries",0,0,"AIA","Anguilla"
9,"aquaculture_marine",0,0,"AIA","Anguilla"
10,"demersal_fisheries",68549,0.0068350717874671,NA,NA
10,"fofm_fisheries",19680,0.00196230744106191,NA,NA
10,"large.pelagic_fisheries",35,3.48987603847392e-06,NA,NA
10,"medium.pelagic_fisheries",729,7.26891323442139e-05,NA,NA
10,"small.pelagic_fisheries",0,0,NA,NA
10,"benthic_fisheries",2986,0.000297736281453803,NA,NA
10,"reef_fisheries",1531,0.000152657148997245,NA,NA
10,"aquaculture_marine",2234,0.000222753801998592,NA,NA
11,"demersal_fisheries",473,4.71631818913761e-05,"ATG","Antigua and Barbuda"
11,"fofm_fisheries",0,0,"ATG","Antigua and Barbuda"
11,"large.pelagic_fisheries",704,7.01963637453039e-05,"ATG","Antigua and Barbuda"
11,"medium.pelagic_fisheries",0,0,"ATG","Antigua and Barbuda"
11,"small.pelagic_fisheries",0,0,"ATG","Antigua and Barbuda"
11,"benthic_fisheries",0,0,"ATG","Antigua and Barbuda"
11,"reef_fisheries",6,5.98264463738386e-07,"ATG","Antigua and Barbuda"
11,"aquaculture_marine",0,0,"ATG","Antigua and Barbuda"
12,"demersal_fisheries",22145,0.00220809442491443,"ARG","Argentina"
12,"fofm_fisheries",41,4.0881405022123e-06,"ARG","Argentina"
12,"large.pelagic_fisheries",128,1.27629752264189e-05,"ARG","Argentina"
12,"medium.pelagic_fisheries",16,1.59537190330236e-06,"ARG","Argentina"
12,"small.pelagic_fisheries",2104,0.000209791405284261,"ARG","Argentina"
12,"benthic_fisheries",0,0,"ARG","Argentina"
12,"reef_fisheries",0,0,"ARG","Argentina"
12,"aquaculture_marine",556,5.54391736397571e-05,"ARG","Argentina"
13,"demersal_fisheries",0,0,"ARM","Armenia"
13,"fofm_fisheries",0,0,"ARM","Armenia"
13,"large.pelagic_fisheries",0,0,"ARM","Armenia"
13,"medium.pelagic_fisheries",0,0,"ARM","Armenia"
13,"small.pelagic_fisheries",0,0,"ARM","Armenia"
13,"benthic_fisheries",0,0,"ARM","Armenia"
13,"reef_fisheries",0,0,"ARM","Armenia"
13,"aquaculture_marine",0,0,"ARM","Armenia"
14,"demersal_fisheries",0,0,"ABW","Aruba"
14,"fofm_fisheries",9,8.97396695607579e-07,"ABW","Aruba"
14,"large.pelagic_fisheries",299,2.98135124429629e-05,"ABW","Aruba"
14,"medium.pelagic_fisheries",0,0,"ABW","Aruba"
14,"small.pelagic_fisheries",0,0,"ABW","Aruba"
14,"benthic_fisheries",0,0,"ABW","Aruba"
14,"reef_fisheries",0,0,"ABW","Aruba"
14,"aquaculture_marine",0,0,"ABW","Aruba"
15,"demersal_fisheries",48832,0.00486907504887881,"AUS","Australia"
15,"fofm_fisheries",26552,0.00264751967353027,"AUS","Australia"
15,"large.pelagic_fisheries",85159,0.00849126724458287,"AUS","Australia"
15,"medium.pelagic_fisheries",3706,0.00036952801710241,"AUS","Australia"
15,"small.pelagic_fisheries",0,0,"AUS","Australia"
15,"benthic_fisheries",696,6.93986777936527e-05,"AUS","Australia"
15,"reef_fisheries",765,7.62787191266442e-05,"AUS","Australia"
15,"aquaculture_marine",75,7.47830579672982e-06,"AUS","Australia"
16,"demersal_fisheries",0,0,"AUT","Austria"
16,"fofm_fisheries",0,0,"AUT","Austria"
16,"large.pelagic_fisheries",0,0,"AUT","Austria"
16,"medium.pelagic_fisheries",0,0,"AUT","Austria"
16,"small.pelagic_fisheries",0,0,"AUT","Austria"
16,"benthic_fisheries",0,0,"AUT","Austria"
16,"reef_fisheries",0,0,"AUT","Austria"
16,"aquaculture_marine",0,0,"AUT","Austria"
17,"demersal_fisheries",0,0,"AZE","Azerbaijan"
17,"fofm_fisheries",0,0,"AZE","Azerbaijan"
17,"large.pelagic_fisheries",0,0,"AZE","Azerbaijan"
17,"medium.pelagic_fisheries",0,0,"AZE","Azerbaijan"
17,"small.pelagic_fisheries",0,0,"AZE","Azerbaijan"
17,"benthic_fisheries",0,0,"AZE","Azerbaijan"
17,"reef_fisheries",0,0,"AZE","Azerbaijan"
17,"aquaculture_marine",0,0,"AZE","Azerbaijan"
18,"demersal_fisheries",921,9.18335951838422e-05,"BHS","Bahamas"
18,"fofm_fisheries",300,2.99132231869193e-05,"BHS","Bahamas"
18,"large.pelagic_fisheries",1689,0.000168411446542356,"BHS","Bahamas"
18,"medium.pelagic_fisheries",343,3.42007851770444e-05,"BHS","Bahamas"
18,"small.pelagic_fisheries",0,0,"BHS","Bahamas"
18,"benthic_fisheries",1310,0.000130621074582881,"BHS","Bahamas"
18,"reef_fisheries",227,2.26343388781023e-05,"BHS","Bahamas"
18,"aquaculture_marine",0,0,"BHS","Bahamas"
19,"demersal_fisheries",132,1.31618182022445e-05,"BHR","Bahrain"
19,"fofm_fisheries",0,0,"BHR","Bahrain"
