Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),2,Afghanistan,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),3,Albania,5611,Import Quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),3,Albania,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),3,Albania,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),3,Albania,5521,Feed,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),3,Albania,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5511,Production,2562,Palm kernels,2017,2017,1000 tonnes,280,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5611,Import Quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,8,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,272,S,Standardized data
FBS,Food Balances (2010-),7,Angola,5521,Feed,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5123,Losses,2562,Palm kernels,2017,2017,1000 tonnes,4,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5131,Processing,2562,Palm kernels,2017,2017,1000 tonnes,268,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5154,Other uses (non-food),2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),7,Angola,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),9,Argentina,5611,Import Quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),9,Argentina,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),9,Argentina,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),10,Australia,5611,Import Quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),10,Australia,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),10,Australia,5521,Feed,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),10,Australia,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),11,Austria,5611,Import Quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),11,Austria,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),11,Austria,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),12,Bahamas,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),12,Bahamas,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),12,Bahamas,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),16,Bangladesh,5072,Stock Variation,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),16,Bangladesh,5301,Domestic supply quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),16,Bangladesh,5170,Residuals,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),14,Barbados,5611,Import Quantity,2562,Palm kernels,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
