Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QA","Live Animals","2","Afghanistan","5111","Stocks","866","Cattle","2017","2017","Head","4977000","","Official data"
"QA","Live Animals","2","Afghanistan","5112","Stocks","1057","Chickens","2017","2017","1000 Head","13573","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","1016","Goats","2017","2017","Head","7598000","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","976","Sheep","2017","2017","Head","13866000","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","946","Buffaloes","2017","2017","Head","107","Im","FAO data based on imputation methodology"
"QA","Live Animals","3","Albania","5111","Stocks","866","Cattle","2017","2017","Head","475215","","Official data"
"QA","Live Animals","3","Albania","5112","Stocks","1057","Chickens","2017","2017","1000 Head","7835","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","1016","Goats","2017","2017","Head","933121","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","1034","Pigs","2017","2017","Head","180087","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","976","Sheep","2017","2017","Head","1925511","","Official data"
"QA","Live Animals","4","Algeria","5111","Stocks","866","Cattle","2017","2017","Head","1895126","","Official data"
"QA","Live Animals","4","Algeria","5112","Stocks","1057","Chickens","2017","2017","1000 Head","136207","Im","FAO data based on imputation methodology"
"QA","Live Animals","4","Algeria","5111","Stocks","1016","Goats","2017","2017","Head","5007894","","Official data"
"QA","Live Animals","4","Algeria","5111","Stocks","1034","Pigs","2017","2017","Head","4771","Im","FAO data based on imputation methodology"
"QA","Live Animals","4","Algeria","5111","Stocks","976","Sheep","2017","2017","Head","28393602","","Official data"
"QA","Live Animals","7","Angola","5111","Stocks","866","Cattle","2017","2017","Head","4996656","Im","FAO data based on imputation methodology"
"QA","Live Animals","7","Angola","5112","Stocks","1057","Chickens","2017","2017","1000 Head","36500","F","FAO estimate"
"QA","Live Animals","7","Angola","5111","Stocks","1016","Goats","2017","2017","Head","4530221","Im","FAO data based on imputation methodology"
"QA","Live Animals","7","Angola","5111","Stocks","1034","Pigs","2017","2017","Head","3384819","Im","FAO data based on imputation methodology"
"QA","Live Animals","7","Angola","5111","Stocks","976","Sheep","2017","2017","Head","1148880","Im","FAO data based on imputation methodology"
"QA","Live Animals","8","Antigua and Barbuda","5111","Stocks","866","Cattle","2017","2017","Head","5000","F","FAO estimate"
"QA","Live Animals","8","Antigua and Barbuda","5112","Stocks","1057","Chickens","2017","2017","1000 Head","159","Im","FAO data based on imputation methodology"
"QA","Live Animals","8","Antigua and Barbuda","5111","Stocks","1016","Goats","2017","2017","Head","27000","F","FAO estimate"
"QA","Live Animals","8","Antigua and Barbuda","5111","Stocks","1034","Pigs","2017","2017","Head","5000","F","FAO estimate"
"QA","Live Animals","8","Antigua and Barbuda","5111","Stocks","976","Sheep","2017","2017","Head","14000","F","FAO estimate"
"QA","Live Animals","9","Argentina","5111","Stocks","866","Cattle","2017","2017","Head","54793181","","Official data"
"QA","Live Animals","9","Argentina","5112","Stocks","1057","Chickens","2017","2017","1000 Head","118300","","Official data"
"QA","Live Animals","9","Argentina","5111","Stocks","1016","Goats","2017","2017","Head","4863894","","Official data"
"QA","Live Animals","9","Argentina","5111","Stocks","1034","Pigs","2017","2017","Head","5119438","","Official data"
"QA","Live Animals","9","Argentina","5111","Stocks","976","Sheep","2017","2017","Head","14746566","","Official data"
"QA","Live Animals","1","Armenia","5111","Stocks","946","Buffaloes","2017","2017","Head","715","","Official data"
"QA","Live Animals","1","Armenia","5111","Stocks","866","Cattle","2017","2017","Head","655771","","Official data"
